Staker,timestamp,Withdrawn
\x9ae8bdceb4496e6ce36a911e911c3cf4d1bed8ef,2020-10-17T12:22:12+00:00,0
\x18113557a856699e25736ea23fbfb59376e4edf5,2020-10-17T12:24:56+00:00,0
\xb78e50576a03e0b2c776d35babac9395fd9e3524,2020-10-17T15:06:46+00:00,0
\xa928237fbd59570f6fe88c4d5bf006e2c7a5265a,2020-10-18T01:43:32+00:00,47.42252926407981
\x18113557a856699e25736ea23fbfb59376e4edf5,2020-10-18T02:07:33+00:00,23.324826970516988
\x3b47824d729679693c635cc1037b9d492343ceab,2020-10-18T05:09:43+00:00,47.42252926407981
\x05e70979fd3355133f91fc7c6597a8274169b3be,2020-10-18T09:56:07+00:00,283.3085215006176
\x02b322ecfd80aa1de6536be93a496820a84711ed,2020-10-18T17:05:53+00:00,253.63348029393185
\x6def2836746435353f361906ff86fb67083ffdfd,2020-10-18T19:12:52+00:00,0
\x6165fd87c1bc73a4c44b23934e9136fd92df5b01,2020-10-18T19:29:47+00:00,23.41837087410742
\x05e70979fd3355133f91fc7c6597a8274169b3be,2020-10-19T06:57:47+00:00,287.4622657835265
\xa5b8a623ec11559a44299afc393d737abc37f72f,2020-10-20T01:12:10+00:00,471.8324135990505
\x04670e07912b3764cc1ccf1c22ad0f35b95e9ba0,2020-10-20T03:06:03+00:00,4450.606596691574
\x02b322ecfd80aa1de6536be93a496820a84711ed,2020-10-20T03:21:34+00:00,251.43371610783848
\xb30d353a0cdab1f33e486fb605bca9ec88826c9a,2020-10-21T01:41:49+00:00,93.17915650925677
\xad7415c17aec1af7480d96d5a32b9044d552848a,2020-10-21T04:17:18+00:00,0
\x05e70979fd3355133f91fc7c6597a8274169b3be,2020-10-21T08:32:40+00:00,561.0096467451621
\x13fefdd563a930f07b1ac8a2227acc27c3c12946,2020-10-22T20:00:31+00:00,21106.438408829657
\x0158404d7bb67c6dc8c08d2128b480ebdec18826,2020-10-22T23:31:40+00:00,1066.3462154686733
\xc597a8740599648247ca6d272562d6dab958933b,2020-10-23T05:39:32+00:00,163.6968900002741
\x8eb48c1557f994bedd17a167a2d59d13b8efd994,2020-10-23T06:18:36+00:00,136.08268009839213
\x0b89a4c13fc8f9d40a0a03744016292eb32b65f5,2020-10-23T06:20:14+00:00,136.08268229150474
\x05e70979fd3355133f91fc7c6597a8274169b3be,2020-10-23T11:59:15+00:00,521.123730308985
\xadbb744a9434aad006772cf76e79d246c4506d1b,2020-10-25T09:24:55+00:00,3480.7939490628087
\x02b322ecfd80aa1de6536be93a496820a84711ed,2020-10-25T17:12:15+00:00,466.44708214239256
\x4c46f9a3da4f7f2911e29dae334ebcf09101a669,2020-10-26T07:34:56+00:00,181.5073460560423
\x754bfe12484a189720894c13420fe9983c620d00,2020-10-26T07:50:21+00:00,181.5073460560423
\xfc413dd97e72bf3bac5e835c42f874b6caca0101,2020-10-26T13:59:58+00:00,66361.2513581419
\x05e70979fd3355133f91fc7c6597a8274169b3be,2020-10-26T19:11:50+00:00,761.9225502409041
\x87de27a0f3aace035690734f5324eacb1313cc27,2020-10-27T00:07:07+00:00,128.94966078967585
\xbac4cf91090fddbc72bc41531e092b7462041107,2020-10-27T13:38:26+00:00,825.3286248793468
\x3b47824d729679693c635cc1037b9d492343ceab,2020-10-29T05:39:53+00:00,234.54539540341955
\x6317647bf38bcb14912bf88000430fda30632c09,2020-10-29T05:39:53+00:00,281.96792466749935
\xf03d2835463e4622635b9ba563862f3f19855184,2020-10-29T05:39:53+00:00,284.0611004741798
\xa928237fbd59570f6fe88c4d5bf006e2c7a5265a,2020-10-29T05:39:53+00:00,234.5453947926752
\x426a3e4359e244aa989a9a7d6f26f27779d44883,2020-10-29T05:39:53+00:00,281.96792350464807
\xcfd2e0c4bfc97b0dd7fd8653a99ee7e8ded5715a,2020-10-29T05:39:53+00:00,281.96792466749935
\x54ccdda4dbd26499d9dfcd528a7d7ee6269c1a95,2020-10-29T05:40:43+00:00,281.96792466749935
\xf49110b1a04252d375cdbfd14a5fb30307eb6724,2020-10-29T05:40:43+00:00,261.61064888426677
\x5171a88e4d85ac5ec71d4234c512605be58a80c4,2020-10-29T05:40:43+00:00,281.96792350464807
\x090649722fcadeddcd3998ab014f45aa882dc470,2020-10-29T05:40:43+00:00,261.61065004711804
\xa40fa66c26d16049b236a8c076320b09f6b5e91f,2020-10-29T05:40:43+00:00,281.96792466749935
\x0ae9dee90b65004a23be7a31d039d197a2c2a271,2020-10-29T05:40:43+00:00,281.96792405675507
\x716d6400be86f431205026ad3eff743cf1bd9144,2020-10-29T05:40:43+00:00,261.61064888426677
\xa12deb0c69ed337b11cd6fc4e09d168f928874ea,2020-10-29T05:40:43+00:00,281.96792466749935
\xa272f206fabacba09a8e5cd75742e4c9308733f3,2020-10-29T05:40:43+00:00,281.96792350464807
\x87f39333a12bf840bf964f87d982c8ad555d2ef3,2020-10-29T05:40:43+00:00,281.96792466749935
\x19aeb60898dad2a699075cf2eca934fd3576c253,2020-10-29T05:40:43+00:00,281.96792350464807
\x612d618a1dacb6072619892a8efba11e3fdf2604,2020-10-29T05:42:55+00:00,261.61065004711804
\xa6084d28f836c551d8fcaee341a4be8f20eb00a6,2020-10-29T11:30:50+00:00,211.9173261586676
\x05e70979fd3355133f91fc7c6597a8274169b3be,2020-10-30T01:50:57+00:00,687.5769950775281
\x04670e07912b3764cc1ccf1c22ad0f35b95e9ba0,2020-10-30T05:33:33+00:00,35751.02714150317
\x7fe6f2f4250d61829f3b3da02472b4d97a26f47c,2020-10-31T10:29:45+00:00,319.35315666559256
\x4e8d04f7406e9fa567bce22f2b30eb1ac8e6b165,2020-10-31T10:37:05+00:00,319.35315782844384
\xb5946edbfa20e64a0b352931e24358045c9ab928,2020-10-31T10:43:08+00:00,319.35315782844384
\xa17d8dcffabecfde11d0264a4efea44277dfaf95,2020-10-31T10:48:15+00:00,319.353156656163
\x923d3aa54e548c424c3931008eac35265a10240d,2020-10-31T10:51:43+00:00,319.35315420600773
\xd9840c4e054de01e86e9e315d46549ed2cfb6e11,2020-10-31T10:55:46+00:00,319.35315721789885
\x61a968d8e5ccd1b7ad4f5dc4b68ecded16a70b21,2020-10-31T11:28:36+00:00,319.35315666559256
\xadbb744a9434aad006772cf76e79d246c4506d1b,2020-10-31T18:15:54+00:00,3110.488809139327
\x05e70979fd3355133f91fc7c6597a8274169b3be,2020-11-01T01:17:09+00:00,458.61080391930267
\x0b89a4c13fc8f9d40a0a03744016292eb32b65f5,2020-11-01T02:37:05+00:00,178.65977012473036
\x8eb48c1557f994bedd17a167a2d59d13b8efd994,2020-11-01T02:39:13+00:00,178.65976951300334
\x02b322ecfd80aa1de6536be93a496820a84711ed,2020-11-01T22:02:36+00:00,624.3055718769699
\x365e7044ef82d85dc2eff4cdc9a6e567e2a82219,2020-11-01T22:38:09+00:00,315.9313682012418
\x2e42516469ebfacef4efd7a820bfbb8cc4bd24ab,2020-11-02T07:13:41+00:00,198.58256239201629
\xbad43e0ff372929852423b0416b46e4eb369e341,2020-11-02T08:24:48+00:00,797.7795416377708
\xd5c7a71108999ccc0750d5373c113aba0b89a17d,2020-11-02T08:47:49+00:00,516.3101283868968
\xfc413dd97e72bf3bac5e835c42f874b6caca0101,2020-11-02T14:15:02+00:00,40600.46067693195
\x249ac80bcdcd6216cca89db5206a5217471f5966,2020-11-03T01:25:34+00:00,292.65158823570357
\x8b2f4be71a2ad85f294972b90e24fb763862d95e,2020-11-03T03:25:58+00:00,4738.74076548222
\x55ce6df1a5580d6e3324d1c1931633226c1cdffa,2020-11-03T14:32:52+00:00,12521.2494899349
\xe5f5c6cabafa98f02b68bbab8d71041869c6d986,2020-11-03T19:04:57+00:00,11272.520051328844
\x8b2f4be71a2ad85f294972b90e24fb763862d95e,2020-11-04T07:05:28+00:00,4707.25962086106
\x4c46f9a3da4f7f2911e29dae334ebcf09101a669,2020-11-04T09:49:21+00:00,192.48578080771253
\x754bfe12484a189720894c13420fe9983c620d00,2020-11-04T09:52:13+00:00,192.48577755667066
\xdb248e9f0e55d559cee6923c000e0bf8d6498844,2020-11-04T09:53:19+00:00,395.4193534983335
\xfbe8d2dd05bcab2ac2ff8755af9c9b3a39f9d4c6,2020-11-04T10:00:13+00:00,312.53729487243055
\x5b24c4cc92bcaf6cf88d9d18aeb86f6d46eae0ae,2020-11-04T10:00:13+00:00,395.41935466118485
\x85cb2f54548b2f421d9c4ef012e73a4c020c8311,2020-11-04T10:00:13+00:00,395.41935398561895
\xb2befea3fdccbd1e631efc4bcce7093de7674384,2020-11-04T10:00:14+00:00,395.41935392281033
\x214e316839ee464bd016d740e95ae6f60b66971e,2020-11-04T10:00:41+00:00,395.4193587565155
\x38e7dcb081bbb91057d23c6c8289443a38b75bc2,2020-11-04T10:07:19+00:00,395.41935531195577
\xd3aa1acdb31d919f09009c2a9070f846b4d2ad9c,2020-11-04T10:12:22+00:00,395.41935330945194
\x25ec7890131f82cdb29fe63679845d61001e435a,2020-11-04T10:12:37+00:00,395.41935466118485
\x31876ba752c24303e79b86ed0220392b84f53038,2020-11-04T10:13:48+00:00,395.4193586117129
\x14b83083080115e44b72f6923d04b288896102c0,2020-11-04T10:15:48+00:00,395.41935470121143
\xff0a1be4f7ed0eab0e7b6b7c1f017a97416012c8,2020-11-04T10:15:48+00:00,395.41935661930415
\x276ef06ad946361ab497379ad93f26d61c22cc4a,2020-11-04T10:15:51+00:00,376.50436778777475
\x42f8f5d70781cf0b0f251a01c423b3f2c8882d31,2020-11-04T10:15:51+00:00,395.4193592702547
\x2d92dc1d27aa1ddee1656ff0634993a5810a4ef6,2020-11-04T10:16:22+00:00,395.4193561320188
\x7c8c40dc5c5ca4c5c573d4dee683bb9e0dcb5d62,2020-11-04T10:16:22+00:00,395.41935787333847
\x32565a609fa206f895a73250cfcd6bf45b9bfbbd,2020-11-04T10:16:22+00:00,395.4193553323928
\xfba43dada6e3b80cdcb44e0156a30eea7f43ac8b,2020-11-04T10:19:09+00:00,395.41935531960604
\xf258fe323aeccbff8368de185b5bb5014e819cd1,2020-11-04T10:20:51+00:00,373.9931242250627
\x61573143892770a9511bb53fe281f54ec564bd20,2020-11-04T10:20:51+00:00,395.41935348890394
\x082a148d5a3a4b38cd89aaa417910a9fa9a4493b,2020-11-04T10:21:51+00:00,395.4193540504405
\x8798827a90dbec3bbbaf90e7b4d4881c9b66e93c,2020-11-04T10:29:59+00:00,395.4193599210256
\x4375175825bf4d6d0e052e0b45a80e53f4cc449e,2020-11-04T10:29:59+00:00,395.4193580996326
\x6e7187637fa8828e0eabf0502a6051aeaccf054c,2020-11-04T10:29:59+00:00,395.4193592624838
\x7c44ba89a4d7416e0ab9241238a3f539a7b7399a,2020-11-04T10:31:52+00:00,395.41935297682363
\x82dee11a24ed7044d552ea27810df2efc2350296,2020-11-04T10:32:13+00:00,395.4193527236698
\x898460e3e236870bd6be683d4c20e90fc9544e71,2020-11-04T10:32:13+00:00,395.4193559643241
\xef0ac29f56a699ab41dd2a2ef5546a9cb874fdae,2020-11-04T10:32:29+00:00,395.41935341073
\xccf03f9966c750d00ba6983703899623370dd589,2020-11-04T10:32:39+00:00,395.41935466118485
\x2a801942426a57bf57dce4822ecb93c1ef1531c3,2020-11-04T10:36:22+00:00,395.4193522120234
\x235fc527a59074102cec9fc7306b9216953dc809,2020-11-04T10:36:30+00:00,395.41935466118485
\x7fa822607e3cfdd1fb1d4b1c76685cf01abe1c9a,2020-11-04T10:38:08+00:00,395.41935353836016
\x62ae8fd3c18d4999efaf76301eb4a2204d4b93b0,2020-11-04T10:39:33+00:00,395.419358090203
\xe2cd6bf63314e9ddf8478cc7f1b2a698bdeb656f,2020-11-04T10:40:39+00:00,395.4193586117129
\x8971d3e7d1936e504d33fa5e0b0898cc8da87cae,2020-11-04T10:40:39+00:00,395.41935531195577
\x0e803a8b1708f69ea79fc1093a98123be759d9b9,2020-11-04T10:40:55+00:00,395.41935466118485
\x217d52e1707dd409f5da325976a740a09300f925,2020-11-04T10:45:44+00:00,395.41935531195577
\x31d4f2b52eda77048fcd232c9d670c95bce0f6a7,2020-11-04T10:45:44+00:00,395.41935398561895
\xf407f4448a30393c8e1dd8297529942543eb869b,2020-11-04T10:45:54+00:00,395.41935413967485
\x3178f910849cbe19e4bf0bcd97740b5caddb5b3e,2020-11-04T10:47:24+00:00,395.4193540291208
\x90ac856efcec89d8af5bc580e22f0d769f1ac2fd,2020-11-04T10:47:26+00:00,395.41935414910444
\x72c0c0c1d4f1ed7b9c8cc0d3e0076006f252ccfa,2020-11-04T10:49:20+00:00,353.8995268783363
\x9151d157368e1e997634efdae29728f35ac64d17,2020-11-04T12:10:35+00:00,395.41935392281033
\xd6bb69f2bf8867460c9d7e2498087f35300e632b,2020-11-04T12:10:41+00:00,333.6793505494603
\x5700abd08a685f7f392e73ab941805e8adae639f,2020-11-04T12:10:41+00:00,395.4193528875893
\x14b3068d51d0a3ef34394c462c61e522cc4f9b01,2020-11-04T12:12:07+00:00,395.4193534983335
