timestamp,price
2021-02-25,165.0936
2021-02-24,210.1307
2021-02-23,373.7973
2021-02-22,272.6784
2021-02-21,144.9723
2021-02-20,201.5364
2021-02-19,186.1856
2021-02-18,183.0873
2021-02-17,173.3532
2021-02-16,173.0402
2021-02-15,178.7149
2021-02-14,150.4065
2021-02-13,188.8064
2021-02-12,180.0735
2021-02-11,175.207
2021-02-10,213.0888
2021-02-09,233.5736
2021-02-08,212.8761
2021-02-07,160.0701
2021-02-06,179.6404
2021-02-05,252.3324
2021-02-04,232.6241
2021-02-03,173.4529
2021-02-02,175.7251
2021-02-01,153.6704
2021-01-31,128.7931
2021-01-30,113.2798
2021-01-29,140.7181
2021-01-28,94.8107
2021-01-27,100.0009
2021-01-26,85.153
2021-01-25,108.1651
2021-01-24,81.0945
2021-01-23,80.179
2021-01-22,131.6219
2021-01-21,121.059
2021-01-20,83.504
2021-01-19,100.8801
2021-01-18,75.2943
2021-01-17,63.8956
2021-01-16,81.1608
2021-01-15,94.2746
2021-01-14,85.4784
2021-01-13,67.9457
2021-01-12,87.032
2021-01-11,238.0751
2021-01-10,87.3107
2021-01-09,92.5633
2021-01-08,139.7862
2021-01-07,133.1695
2021-01-06,125.1098
2021-01-05,138.1435
2021-01-04,259.3088
2021-01-03,170.4482
2021-01-02,102.6057
2021-01-01,66.5604
2020-12-31,99.4815
2020-12-30,113.6347
2020-12-29,96.0683
2020-12-28,114.1896
2020-12-27,98.6561
2020-12-26,66.4567
2020-12-25,91.6951
2020-12-24,89.685
2020-12-23,108.3631
2020-12-22,66.5559
2020-12-21,80.0016
2020-12-20,44.5252
2020-12-19,70.1655
2020-12-18,74.1977
2020-12-17,138.8175
2020-12-16,83.6015
2020-12-15,84.5606
2020-12-14,63.6554
2020-12-13,45.4968
2020-12-12,42.7946
2020-12-11,63.6728
2020-12-10,56.2303
2020-12-09,65.3153
2020-12-08,64.4539
2020-12-07,50.1198
2020-12-06,36.458
2020-12-05,37.2478
2020-12-04,54.1334
2020-12-03,47.0478
2020-12-02,44.0172
2020-12-01,87.2104
2020-11-30,78.984
2020-11-29,30.7808
2020-11-28,34.986
2020-11-27,45.1686
2020-11-26,142.5178
2020-11-25,61.0606
2020-11-24,93.6496
2020-11-23,76.5789
2020-11-22,62.6952
2020-11-21,66.371
2020-11-20,68.3571
2020-11-19,46.7833
2020-11-18,80.3944
2020-11-17,74.8665
2020-11-16,47.9859
2020-11-15,34.5442
2020-11-14,34.5406
2020-11-13,54.8342
2020-11-12,58.4331
2020-11-11,52.4692
2020-11-10,50.0673
2020-11-09,43.0368
2020-11-08,29.2703
2020-11-07,55.6996
2020-11-06,59.7435
2020-11-05,50.3512
2020-11-04,36.9298
2020-11-03,44.9946
2020-11-02,59.5563
2020-11-01,33.9584
2020-10-31,40.8216
2020-10-30,63.3367
2020-10-29,68.6385
2020-10-28,64.5469
2020-10-27,43.4382
2020-10-26,55.9601
2020-10-25,33.0502
2020-10-24,32.2039
2020-10-23,58.483
2020-10-22,63.3117
2020-10-21,74.1783
2020-10-20,61.9356
2020-10-19,56.8731
2020-10-18,40.183
2020-10-17,36.2916
2020-10-16,63.068
2020-10-15,74.1789
2020-10-14,75.643
2020-10-13,75.0801
2020-10-12,76.0635
2020-10-11,49.6539
2020-10-10,64.1973
2020-10-09,80.3874
2020-10-08,87.1149
2020-10-07,85.9722
2020-10-06,109.233
2020-10-05,90.7002
2020-10-04,83.0023
2020-10-03,79.7245
2020-10-02,93.8068
2020-10-01,100.6919
