Staker,timestamp,Locked
\xfd771e3e34a93e19caad4c11c3be16c70d5ec2fd,2020-10-13T16:33:22+00:00,1500000
\xd6d24ec6efe8c4d367f2dbd96fc95d6333954fce,2020-10-13T16:33:22+00:00,1500000
\x4d3c343d4bd676e4098336ef75f1d717149623a1,2020-10-13T16:33:22+00:00,1500000
\xe4fe22d2d8d8a6ec6320b6d218ec12848146bd40,2020-10-13T16:33:22+00:00,1500000
\x5e82b73243084ef287b7cc0f994623aa5efbcccf,2020-10-13T16:33:22+00:00,1500000
\xcd087a44ed8ee2ace79f497c803005ff79a64a94,2020-10-13T16:33:22+00:00,1500000
\xce4407df6ae8a92eb69412bd6a8ec49a9b9b40dd,2020-10-13T16:33:22+00:00,1500000
\xcd087a44ed8ee2ace79f497c803005ff79a64a94,2020-10-13T16:33:22+00:00,750000
\xd6edf0bc0c19f87ecef67632bfcd212ce8324ab9,2020-10-13T16:33:22+00:00,1500000
\xd8650ccd2f8331cfb9ae9efcee0cd08175f7f824,2020-10-13T22:24:57+00:00,15000
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428001
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x2cefb2804a14ce00d9f1c72ac5f51b247499ee0c,2020-10-13T22:52:41+00:00,15643.928571428602
\x6def2836746435353f361906ff86fb67083ffdfd,2020-10-13T22:52:41+00:00,15625
\x6def2836746435353f361906ff86fb67083ffdfd,2020-10-13T22:52:41+00:00,15625
\x6def2836746435353f361906ff86fb67083ffdfd,2020-10-13T22:52:41+00:00,15625
\x6def2836746435353f361906ff86fb67083ffdfd,2020-10-13T22:52:41+00:00,15625
\x6def2836746435353f361906ff86fb67083ffdfd,2020-10-13T22:52:41+00:00,15625
\x6def2836746435353f361906ff86fb67083ffdfd,2020-10-13T22:52:41+00:00,15625
\x6def2836746435353f361906ff86fb67083ffdfd,2020-10-13T22:52:41+00:00,15625
\x6def2836746435353f361906ff86fb67083ffdfd,2020-10-13T22:52:41+00:00,15625
\x6def2836746435353f361906ff86fb67083ffdfd,2020-10-13T22:52:41+00:00,15625
\x6def2836746435353f361906ff86fb67083ffdfd,2020-10-13T22:52:41+00:00,15625
\x6def2836746435353f361906ff86fb67083ffdfd,2020-10-13T22:52:41+00:00,15625
\x6def2836746435353f361906ff86fb67083ffdfd,2020-10-13T22:52:41+00:00,15625
\x402729a7052ef98550151da55de7b9b156e28eb6,2020-10-13T22:52:41+00:00,15625
\x402729a7052ef98550151da55de7b9b156e28eb6,2020-10-13T22:52:41+00:00,15625
\x402729a7052ef98550151da55de7b9b156e28eb6,2020-10-13T22:52:41+00:00,15625
\x402729a7052ef98550151da55de7b9b156e28eb6,2020-10-13T22:52:41+00:00,15625
\x402729a7052ef98550151da55de7b9b156e28eb6,2020-10-13T22:52:41+00:00,15625
\x402729a7052ef98550151da55de7b9b156e28eb6,2020-10-13T22:52:41+00:00,15625
\x402729a7052ef98550151da55de7b9b156e28eb6,2020-10-13T22:52:41+00:00,15625
\x402729a7052ef98550151da55de7b9b156e28eb6,2020-10-13T22:52:41+00:00,15625
\x402729a7052ef98550151da55de7b9b156e28eb6,2020-10-13T22:52:41+00:00,15625
\x402729a7052ef98550151da55de7b9b156e28eb6,2020-10-13T22:52:41+00:00,15625
\x402729a7052ef98550151da55de7b9b156e28eb6,2020-10-13T22:52:41+00:00,15625
\x402729a7052ef98550151da55de7b9b156e28eb6,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xd9b61b1253f40a5a9de82ac6191141da5f80e611,2020-10-13T22:52:41+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\xb9a183850b4cd0fcc70b4ee285a3a8847ba04b17,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x84fabd111c71a5a0b20e5864ffcb213c7429e556,2020-10-13T23:21:38+00:00,15625
\x13f75113842bd3c3c79735f1a908fa1ad835f813,2020-10-13T23:21:38+00:00,15625
